model,smote,recall_mean,f1_mean,roc_auc_mean,recall_std,f1_std,roc_auc_std
logistic,True,0.7066666666666667,0.6056550943789796,0.7782380952380952,0.02708012801545322,0.02067294168471319,0.016145841836732462
svm,True,0.54,0.550648620508368,0.7797142857142857,0.04294699575575043,0.03394801374475712,0.01771936531113569
random_forest,True,0.4800000000000001,0.5492664416193829,0.7828809523809522,0.02666666666666668,0.021274889848880794,0.018204736058674027
